doi,reason
10.1177/0093854810374919,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.2105/AJPH.2009.167973,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1086/653627,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1002/nur.20409,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1001/archpediatrics.2010.167,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0044118x11411933,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.3149/fth.0801.93,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0192513X09342847,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10896-010-9332-6,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ypmed.2010.07.013,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-009-9428-6,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1365-2869.2010.00840.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jhealeco.2010.07.002,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.3109/10884602.2010.481506,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1023/A:1019711113312,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/07448481.2010.497522,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.4054/DemRes.2010.23.25,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/19485565.2010.524095,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0044118X09351788,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0038040710383519,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1363/4223010,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/002204261004000407,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/15299716.2010.521065,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1353/sof.2010.0059,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0021760,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/1467-9280.00150,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1136/ip.8.3.227,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0022146510386791,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0021703,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1086/653835,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0886260510390958,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10560-011-0242-0,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.pedhc.2010.03.004,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0011128709332660,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-009-9501-1,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0886260510365860,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.adolescence.2010.01.008,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/hec.1589,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10940-010-9100-z,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-010-9594-6,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.econedurev.2010.06.015,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-010-9551-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.biopsych.2010.09.007,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/S1054-139X(02)00374-9,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.adolescence.2009.12.008,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0044118X09358313,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1136/jech.2009.105064,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2010.07.018,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2010.11.003,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.4284/0038-4038-77.4.827,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.addbeh.2010.09.001,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.contraception.2010.06.019,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.adolescence.2010.07.001,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10940-010-9103-9,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/S0049-089X(02)00060-1,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0886260510362886,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10940-010-9095-5,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1363/4301611,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-010-9601-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2010.12.001,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2010.10.006,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.addbeh.2010.11.014,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1741-3737.2010.00804.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0743558410384736,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/00224490209552142,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1360-0443.2010.03133.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.adolescence.2010.12.004,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1525/sop.2011.54.1.37,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.5993/AJHB.35.1.2,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1097/EDE.0b013e31821c79d2,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1363/4300611,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.socscimed.2011.03.024,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-011-9631-0,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/1043986210396205,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1469-7610.2010.02327.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/15377938.2011.535471,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1073/pnas.1011687108,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0009922810379041,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/1541204011400451,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jcrimjus.2011.05.003,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1745-9125.2010.00221.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.addbeh.2010.12.017,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.econedurev.2010.12.012,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1741-3737.2002.00489.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1542/peds.2009-2306,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/1541204010384492,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s00148-011-0354-z,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1891/0886-6708.26.5.593,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11199-010-9865-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2011.03.033,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jrp.2011.02.007,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2011.01.004,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0192513X10377066,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s13524-011-0024-5,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1525/sop.2002.45.4.415,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1360-0443.2010.03110.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1001/archpediatrics.2010.287,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/15377938.2011.566816,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10888691.2011.538618,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1525/sp.2011.58.4.538,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1745-9125.2011.00253.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2011.04.001,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0093854811405282,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/13611267.2011.543573,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1097/00004583-200202000-00013,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/02732173.2011.525698,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1468-5906.2010.01552.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s00148-009-0276-1,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10502556.2011.556966,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1353/jhr.2011.0019,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0192513X11404363,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/1541204010388527,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0024091,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.2753/IJS0020-7659410105,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.5172/jfs.2011.17.1.9,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/004411802237865,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.annepidem.2011.02.012,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.intell.2010.12.002,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/dmrr.1147,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.intell.2011.03.005,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2010.08.022,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/19485565.2011.614572,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/sf/89.4.1217,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0023833,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1037/a0026364,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0886260510372948,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1746-1561.1999.tb04173.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/1468-0009.00020,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1542-2011.2010.00054_3.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0013124510380717,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0003122411401249,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0025795,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1891/0886-6708.26.2.218,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0044118X11400023,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2010.12.012,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10964-011-9644-8,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0093854811411153,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jcrimjus.2011.07.002,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/S1054-139X(02)00371-3,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1161/HYPERTENSIONAHA.111.171272,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10834-010-9242-z,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0025327,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/00324728.2011.598942,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.2105/AJPH.2011.300213,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0038040711417008,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1532-7795.2010.00693.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/15299716.2011.620470,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2011.04.001,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.ssresearch.2011.04.008,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/00224499.2010.509892,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1363/4315811,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0003122411416934,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2011.02.003,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0024920,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1089/jwh.2010.2544,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/pits.20609,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0306624X10361583,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.aap.2011.06.012,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1532-7795.2010.00694.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jsp.2011.05.002,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2011.06.005,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1002/hec.1666,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1741-3737.2011.00858.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.acap.2011.05.005,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.addbeh.2011.07.045,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s12103-011-9138-y,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/S1054-139X(02)00403-2,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0003122411420813,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1363/4311011,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0024577,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/002204261104100104,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/eat.20894,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.jpain.2011.03.004,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/10888691.2011.618100,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-011-9701-3,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0165025411422992,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1097/00004583-200202000-00015,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/02783193.2011.554158,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/15298861003771155,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/00380237.2011.10571389,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/1532673X10382195,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1533-8525.2011.01212.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s13524-011-0061-0,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1161/HYPERTENSIONAHA.111.175984,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1002/hec.1674,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1525/sp.2011.58.2.213,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1353/sof.2002.0056,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.2105/AJPH.2011.300266,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1745-9125.2011.00243.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/1067828X.2011.581969,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.paid.2011.07.025,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1093/sf/90.1.223,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/2153368711409061,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.appet.2011.05.325,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1532-7795.2010.00704.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10940-010-9105-7,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1745-9125.2011.00232.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.2307/3090245,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.healthplace.2011.07.011,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1891/0886-6708.26.6.703,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1145/0000000.0000000,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0272431611414061,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.econedurev.2011.04.005,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jhealeco.2011.04.005,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10964-010-9589-3,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/1077558702059002002,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1891/0886-6708.26.6.816,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2011.01.013,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1016/j.ehb.2011.10.001,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1097/DBP.0b013e318231cf03,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.psychres.2010.07.044,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1023/A:1014675410947,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/1012690211429212,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s12552-011-9053-3 ,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1038/jhg.2011.39,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2010.09.008,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1111/j.1532-7795.2012.00833.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/17450128.2012.708463,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/a0029466,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1093/swr/svs006,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.jadohealth.2012.03.007,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/0012-1649.35.4.926,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1741-3737.2002.00871.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2010.07.038,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10578-011-0263-0,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1038/ajh.2011.177,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1080/01639625.2011.636679,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0886260511416467,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s11126-011-9180-4,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/1090198111412776,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1939-0025.2012.01148.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.2105/AJPH.2011.300398,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1037/0022-006X.70.4.998,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1177/0748175611421612,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2011.11.006,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1007/s10508-012-9913-y,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1080/10550887.2012.665691,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1093/ntr/ntr125,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/0734016811423579,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.amepre.2012.02.005,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1037/a0027089,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1007/s10560-012-0255-3,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1746-1561.2002.tb06538.x,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1111/j.1530-0277.2011.01641.x,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
10.1177/1541204011422085,No PMC: EuropePMC: no PMCID | idconv: no PMCID | Springer err: Springer HTTP 429
10.1016/j.socscimed.2012.01.014,PMC parse failed: PMC XML has no sections or usable text | Springer err: Springer HTTP 429
